,email
620,beja.centralcriminal@tribunais.org.pt
621,evora.tep@tribunais.org.pt
622,guimaraes.trabalho@tribunais.org.pt
623,lourinha.ministeriopublico@tribunais.org.pt
624,pontesor.judicial@tribunais.org.pt
625,vilaverde.judicial@tribunais.org.pt
626,fundao.comercio@tribunais.org.pt
627,porto.execucao@tribunais.org.pt
628,nazare.judicial@tribunais.org.pt
629,vilareal.trabalho@tribunais.org.pt
630,evora.judicial@tribunais.org.pt
631,setubal.instrucaocriminal@tribunais.org.pt
632,cinfaes.ministeriopublico@tribunais.org.pt
633,loule.execucao@tribunais.org.pt
634,cascais.trabalho@tribunais.org.pt
635,loures.pequenacriminalidade@tribunais.org.pt
636,almada.familia@tribunais.org.pt
637,oleiros.ministeriopublico@tribunais.org.pt
638,evora.trabalho@tribunais.org.pt
639,seixal.familia@tribunais.org.pt
640,paredes.ministeriopublico@tribunais.org.pt
641,viseu.comercio@tribunais.org.pt
642,macao@tribunais.org.pt
643,sintra.familia@tribunais.org.pt
644,sintra.trabalho.ministeriopublico@tribunais.org.pt
645,santarem.familia.ministeriopublico@tribunais.org.pt
646,figfoz.trabalho.ministeriopublico@tribunais.org.pt
647,cinfaes.judicial@tribunais.org.pt
648,faro.trabalho@tribunais.org.pt
649,resende@tribunais.org.pt
650,cascais.familia.ministeriopublico@tribunais.org.pt
651,alcanena@tribunais.org.pt
652,oazemeis.ministeriopublico@tribunais.org.pt
653,agueda.trabalho@tribunais.org.pt
654,stacgrac.judicial@tribunais.org.pt
655,covilha.trabalho@tribunais.org.pt
656,serpa.ministeriopublico@tribunais.org.pt
657,faro.instrucaocriminal@tribunais.org.pt
658,sintra.judicial@tribunais.org.pt
659,stotirso.comercio@tribunais.org.pt
660,acores.tep@tribunais.org.pt
661,ovar.ministeriopublico@tribunais.org.pt
662,mirandela.judicial@tribunais.org.pt
663,viseu.judicial@tribunais.org.pt
664,setubal.diap@tribunais.org.pt
665,oazemeis.execucao@tribunais.org.pt
666,vncerveira.judicial@tribunais.org.pt
667,viseu.familia.ministeriopublico@tribunais.org.pt
668,lisboa.comercio@tribunais.org.pt
669,abrantes.familia@tribunais.org.pt
670,alenquer.judicial@tribunais.org.pt
671,evora.diap@tribunais.org.pt
672,cascais.centralcivel@tribunais.org.pt
673,pregua.judicial@tribunais.org.pt
674,mogadouro.ministeriopublico@tribunais.org.pt
675,evora.tr@tribunais.org.pt
676,guimaraes.judicial@tribunais.org.pt
677,serpa.judicial@tribunais.org.pt
678,setubal.familial@tribunais.org.pt
679,lisboa.diap@tribunais.org.pt
680,vporto.judicial@tribunais.org.pt
681,setubal.ministeriopublico@tribunais.org.pt
682,angrah.centralcivel@tribunais.org.pt
683,feira.ministeriopublico@tribunais.org.pt
684,barcelos.trabalho.ministeriopublico@tribunais.org.pt
685,porto.trabalho.ministeriopublico@tribunais.org.pt
686,vngaia.centralcriminal@tribunais.org.pt
687,vfcampo.judicial@tribunais.org.pt
688,faro.judicial@tribunais.org.pt
689,setubal.trabalho@tribunais.org
690,vilareal.centralcriminal@tribunais.org.pt
691,fzezere@tribunais.org.pt
692,vilareal.familia@tribunais.org.pt
693,olhao.ministeriopublico@tribunais.org.pt
694,planhoso.ministeriopublico@tribunais.org.pt
695,cascais.ministeriopublico@tribunais.org.pt
696,aveiro.centralcivel@tribunais.org.pt
697,mirandela.ministeriopublico@tribunais.org.pt
698,espinho.ministeriopublico@tribunais.org.pt
699,vilaverde.ministeriopublico@tribunais.org.pt
700,fundao.ministeriopublico@tribunais.org.pt
701,seixal.familia.ministeriopublico@tribunais.org.pt
702,albufeira.ministeriopublico@tribunais.org.pt
703,porto.taf@tribunais.org.pt
704,estremoz.ministeriopublico@tribunais.org.pt
705,boticas@tribunais.org.pt
706,almada.familia.ministeriopublico@tribunais.org.pt
707,correio@lisboa.stj.pt
708,stotirso.ministeriopublico@tribunais.org.pt
709,braganca.trabalho@tribunais.org.pt
710,braganca.judicial@tribunais.org.pt
711,penafiel.taf@tribunais.org.pt
712,avaldevez.judicial@tribunais.org.pt
713,funchal.centralcriminal@tribunais.org.pt
714,sintra.trabalho@tribunais.org.pt
715,melgaco.judicial@tribunais.org.pt
716,feira.centralcivel@tribunais.org.pt
717,vngaia.familia@tribunais.org.pt
718,porto.centralcriminal@tribunais.org.pt
719,santarem.centralcivel@tribunais.org.pt
720,santcacem.familia@tribunais.org.pt
721,figfoz.familia.ministeriopublico@tribunais.org.pt
722,estremoz.judicial@tribunais.org.pt
723,barcelos.judicial@tribunais.org.pt
724,lisboa.trabalho.ministeriopublico@tribunais.org.pt
725,loures.ministeriopublico@tribunais.org.pt
726,mira@tribunais.org.pt
727,montnovo.judicial@tribunais.org.pt
728,ohospital.ministeriopublico@tribunais.org.pt
729,coimbra.centralcivel@tribunais.org.pt
730,ana.p.mata@dgaj.mj.pt
731,francisco.j.sampaio@dgaj.mj.pt
732,lourenco.a.torres@dgaj.mj.pt
733,FhZpM@l.Rki
734,correio@dgaj.mj.pt
735,2@l.iOh
736,correio.geral@dgaj.mj.pt
737,apoio@igfej.mj.pt
738,biblioteca@sg.mj.pt
739,arquivohistorico@sg.mj.pt
740,Espaco.Justica@sg.mj.pt
741,correio.centro@inmlcf.mj.pt
742,correio@inmlcf.mj.pt
743,correio.norte@inmlcf.mj.pt
744,correio.sul@inmlcf.mj.pt
745,correio.cpvc@sg.mj.pt
746,correio.dsjcji@dgaj.mj.pt
747,violencia.covid@cig.gov.pt
748,agendamento.online@inpi.pt
749,sosucrania@acm.gov.pt
750,no-reply@oecd-ilibrary.org
751,tcastro@dgav.pt
752,acsccdim@dgav.pt
753,pdomingos@dgav.pt
754,D@q.Nvyuc
755,helpdesk.citius@igfej.mj.pt
756,uep@psp.pt
757,uep.ci@psp.pt
758,cpaveiro@psp.pt
759,epp@psp.pt
760,contacto@psp.pt
761,iscpsi@psp.pt
762,registos.centrais@irn.mj.pt
763,predial1.maia@irn.mj.pt
764,predial1.coimbra@irn.mj.pt
765,predial1.vfxira@irn.mj.pt
766,predial1.sintra@irn.mj.pt
767,predial1.setubal@irn.mj.pt
768,civil1.porto@irn.mj.pt
769,predial1.oeiras@irn.mj.pt
770,predial1.braga@irn.mj.pt
771,predial1.cascais@irn.mj.pt
772,riac@azores.gov.pt
773,riac@riac.gov.pt
774,cartaodecidadao@irn.mj.pt
775,GRICRP.CC@SEF.PT
776,pep@sef.pt
777,gricrp.cc@sef.pt
778,del.guarda@sef.pt
779,del.leiria@sef.pt
780,del.santarem@sef.pt
781,ua.ccpavilarformoso@sef.pt
782,ccpa.vilarformoso@sef.pt
783,del.braganca@sef.pt
784,servico.publico@inpi.pt
785,drhac@inpi.pt
786,rai@mail.cej.mj.pt
787,prevencaobranqueamento@irn.mj.pt
788,uif.comunicacoes@pj.pt
789,uai.dciap@pgr.pt
790,correio@dgpj.mj.pt
791,geral@ebupi.mj.gov.pt
792,direccao@pj.pt
793,direcao@pj.pt
794,centrodocumentacao@pj.pt
795,dic.guarda@pj.pt
796,dic.madeira@pj.pt
797,dic.aveiro@pj.pt
798,dic.braga@pj.pt
799,dic.leiria@pj.pt
800,dic.portimao@pj.pt
801,dic.setubal@pj.pt
802,dic.vreal@pj.pt
803,dic.acores@pj.pt
804,apoio.siej@dgpj.mj.pt
805,job.ukraine@iefp.pt
806,apoio@acingov.pt
807,grow-espd@ec.europa.eu
808,Z@i.jE
809,iolanda.m.rangel@dgaj.mj.pt
810,dre@incm.pt
811,0*H@mm.ey
812,R@E.eO
813,Y@ge.pheg
814,formacao@dgaj.mj.pt
